"","x"
"112",0.00467097299120875
"113",0.000921626957906659
"114",0.00587208033180528
"115",0.0082209124645274
"116",0.0048934002765044
"117",0.00477960027007407
"118",0.00467097299120875
"119",0.0146802008295132
"120",0.0120895771537168
"121",0.0118570852853761
"122",0.00604478857685838
"123",0.00306750465094306
"124",0.00526981568238936
"125",0.00540849504245223
"126",0.00141739870078059
"127",0.0085634504838827
"128",0.00380597799283676
"129",0.00913434718280822
"130",0.00456717359140411
"131",0.0073401004147566
"132",0.0120895771537168
"133",0.00708699350390293
"134",0.00295716275702424
"135",0.00526981568238936
"136",0.00662976811655435
"137",0.00642258786291203
"138",0.00587208033180528
"139",0.00238980013503703
"140",0.0102761405806592
"141",0.00642258786291203
"142",0.00662976811655435
"143",0.00513807029032962
"144",0.0041104562322637
"145",0.00467097299120875
"146",0.00868406246252894
"147",0.00467097299120875
"148",0.00437282577900393
"149",0.00635637561690263
"150",0.0141739870078059
"151",0.00477960027007407
"152",0.000575694150176989
"153",0.00805971810247784
"154",0.00805971810247784
"155",0.0071861122941673
"156",0.00642258786291203
"157",0.00387778889836198
"158",0.00642258786291203
"159",0.00467097299120875
"160",0.0041104562322637
"161",0.0048934002765044
"162",0.00477960027007407
"163",0.00437282577900393
"164",0.00185155686138004
"165",0.00297859147265485
"166",0.00326226685100293
"167",0.00467097299120875
"168",0.00402985905123892
"169",0.00526981568238936
"170",0.0146802008295132
"171",0.0137015207742123
"172",0.00587208033180528
"173",0.00467097299120875
"174",0.00696687496993847
"175",0.00306750465094306
"176",0.00311398199413917
"177",0.0146802008295132
"178",0.00790472352358403
"179",0.00446788720898228
"180",0.0097868005530088
"181",0.00570896698925514
"182",0.0085634504838827
"183",0.0082209124645274
"184",0.0082209124645274
"185",0.0102761405806592
"186",0.00662976811655435
"187",0.0100255030055212
"188",0.00395236176179202
"189",0.0108169900849045
"190",0.00395236176179202
"191",0.0082209124645274
"192",0.00437282577900393
"193",0.00467097299120875
"194",0.00604478857685838
"195",0.00550507531106745
"196",0.00563076196200507
"197",0.00380597799283676
"198",0.00172708245053097
"199",0.00428172524194135
"200",0.00220992270551812
"201",0.0073401004147566
"202",0.00190298899641838
"203",0.00348343748496924
"204",0.00446788720898228
"205",0.00190298899641838
"206",0.00685076038710616
"207",0.0114179339785103
"208",0.0117441606636106
"209",0.00387778889836198
"210",0.00387778889836198
"211",0.00526981568238936
"212",0.00165744202913859
"213",0.000707885688679167
"214",0.00360566336163482
"215",0.000319631122260008
"216",0.00380597799283676
"217",0.00197618088089601
"218",0.00587208033180528
"219",0.00513807029032962
"220",0.00178715488359291
"221",0.00148929573632743
"222",0.00311398199413917
"223",0.0137015207742123
"224",0.0111093411682803
"225",0.00175660522746312
"226",0.00311398199413917
"227",0.00155699099706958
"228",0.00326226685100293
"229",0.00297859147265485
"230",0.00241791543074335
"231",0.000969447224590495
"232",0.0024467001382522
"233",0.00311398199413917
"234",0.00132595362331087
"235",0.0073401004147566
"236",0.00169853563316682
"237",0.00380597799283676
"238",0.00336922641988828
"239",0.00477960027007407
"240",0.00158094470471681
"241",0.00321129393145601
"242",0.0025063757513803
"243",0.00211879187230088
"244",0.00893577441796456
"245",0.00348343748496924
"246",0.00425219610234176
"247",0.00169853563316682
"248",0.00136107822260387
"249",0.00114179339785103
"250",0.0093419459824175
"251",0.0114179339785103
"252",0.0117441606636106
"253",0.00370311372276009
"254",0.00662976811655435
"255",0.0073401004147566
"256",0.00477960027007407
"257",0.0117441606636106
"258",0.00137934772894755
"259",0.00474283411415042
"260",0.000832076160377267
"261",0.0013090624943515
"262",0.00402985905123892
"263",0.00321129393145601
"264",0.00446788720898228
"265",0.00210792627295574
"266",0.00102250155031435
"267",0.00208652600622523
"268",0.00107043131048534
"269",0.00192077394031014
"270",0.000893577441796456
"271",0.00102761405806592
"272",0.00260155457738209
"273",0.00893577441796456
"274",0.0085634504838827
"275",0.00893577441796456
"276",0.000727514377391805
"277",0.000889709141182619
"278",0.00446788720898228
"279",0.0128451757258241
"280",0.0073401004147566
"281",0.00513807029032962
"282",0.00507463732378234
"283",0.00143722245883346
"284",0.00182686943656164
"285",0.00790472352358403
"286",0.00098101580722284
"287",0.00446788720898228
"288",0.00501275150276061
"289",0.00326226685100293
"290",0.00274030415484247
"291",0.0048934002765044
"292",0.00513807029032962
"293",0.00662976811655435
"294",0.000689673864473775
"295",0.00446788720898228
"296",0.00360566336163482
"297",0.00302239428842919
"298",0.00260155457738209
"299",0.00274030415484247
"300",0.00387778889836198
"301",0.00380597799283676
"302",0.00318640018004938
"303",0.00177174837597573
"304",0.00311398199413917
"305",0.00540849504245223
"306",0.00354349675195146
"307",0.00395236176179202
"308",0.00216339801698089
"309",0.00402985905123892
"310",0.00321129393145601
"311",0.00260155457738209
"312",0.0131184773370118
"313",0.00348343748496924
"314",0.00604478857685838
"315",0.00893577441796456
"316",0.00124559279765567
"317",0.0041104562322637
"318",0.00185155686138004
"319",0.000532442517132603
"320",0.000479074152944487
"321",0.00103799399804639
"322",0.00477960027007407
"323",0.00360566336163482
"324",0.00360566336163482
"325",0.00395236176179202
"326",0.00437282577900393
"327",0.00437282577900393
"328",0.00269243858008539
"329",0.000835458583793435
"330",0.00336922641988828
"331",0.00293604016590264
"332",0.00354349675195146
"333",0.0036700502073783
"334",0.00336922641988828
"335",0.00274030415484247
"336",0.00293604016590264
"337",0.00302239428842919
"338",0.00578937497501929
"339",0.0048934002765044
"340",0.00174171874248462
"341",0.0007473556785934
"342",0.000755598572107297
"343",0.000793524369162876
"344",0.00526981568238936
"345",0.00570896698925514
"346",0.0105396313647787
"347",0.00526981568238936
"348",0.00211879187230088
"349",0.00380597799283676
"350",0.00225849243530972
"351",0.00336922641988828
"352",0.00456717359140411
"353",0.00210792627295574
"354",0.00395236176179202
"355",0.0073401004147566
"356",0.00955920054014813
"357",0.00193889444918099
"358",0.00236233116796764
"359",0.00311398199413917
"360",0.00563076196200507
"361",0.00685076038710616
"362",0.00761195598567351
"363",0.00306750465094306
"364",0.00467097299120875
"365",0.0143388008102222
"366",0.00285448349462757
"367",0.00274030415484247
"368",0.00662976811655435
"369",0.00446788720898228
"370",0.0036700502073783
"371",0.00526981568238936
"372",0.00685076038710616
"373",0.00289468748750965
"374",0.00642258786291203
"375",0.0041104562322637
"376",0.00321129393145601
"377",0.00893577441796456
"378",0.00321129393145601
"379",0.00297859147265485
"380",0.00270424752122612
"381",0.00137934772894755
"382",0.00110496135275906
"383",0.00540849504245223
"384",0.000450707920204353
"385",0.00114817213191723
"386",0.00270424752122612
"387",0.00105396313647787
"388",0.0116333666950859
"389",0.00209717154707332
"390",0.00208652600622523
"391",0.000512525714746097
"392",0.00178715488359291
"393",0.00073401004147566
"394",0.000897479526695131
"395",0.00501275150276061
"396",0.000838868618829326
"397",0.000741959608711859
"398",0.000713620873656892
"399",0.00143221471507446
"400",0.000660845053418601
"401",0.00123808922658545
"402",0.000604478857685838
"403",0.00501275150276061
"404",0.000574086065958617
"405",0.000570896698925514
"406",0.000450707920204353
"407",0.000451698487061945
"408",0.00164418249290548
"409",0.00202685218553437
"410",0.00191480880384955
"411",0.00479353496473901
"412",0.00513807029032962
"413",0.00622796398827833
"414",0.000310457419355264
"415",0.00238980013503703
"416",0.00175660522746312
"417",0.00363757188695902
"418",0.00164418249290548
"419",0.00428172524194135
"420",0.00419434309414663
"421",0.0100255030055212
"422",0.00348343748496924
"423",0.00437282577900393
"424",0.0093419459824175
"425",0.00761195598567351
"426",0.00505383962983242
"427",0.00477960027007407
"428",0.00241791543074335
"429",0.00526981568238936
"430",0.00790472352358403
"431",0.0093419459824175
"432",0.0093419459824175
"433",0.00232229165664616
"434",0.0082209124645274
"435",0.00348343748496924
"436",0.000652453370200587
"437",0.0097868005530088
"438",0.00540849504245223
"439",0.0146802008295132
"440",0.00263490784119468
"441",0.00354349675195146
"442",0.00192077394031014
"443",0.0104503124549077
"444",0.00225849243530972
"445",0.00297859147265485
"446",0.00209717154707332
"447",0.00451698487061945
"448",0.00223394360449114
"449",0.00761195598567351
"450",0.00392219106132032
"451",0.00428172524194135
"452",0.00994465217483153
"453",0.00277733529207007
"454",0.00331488405827718
"455",0.00336922641988828
"456",0.00790472352358403
"457",0.00183502510368915
"458",0.00708699350390293
"459",0.00266912742354786
"460",0.00140769049050127
"461",0.00696687496993847
"462",0.0120895771537168
"463",0.00555467058414013
"464",0.0137015207742123
"465",0.00316188940943361
"466",0.00604478857685838
"467",0.00761195598567351
"468",0.00456717359140411
"469",0.00218641288950197
"470",0.0108169900849045
"471",0.00402985905123892
"472",0.00790472352358403
"473",0.0085634504838827
"474",0.0146802008295132
"475",0.0154142108709889
"476",0.00467097299120875
"477",0.0137015207742123
"478",0.00642258786291203
"479",0.00456717359140411
"480",0.00790472352358403
"481",0.00428172524194135
"482",0.00181878594347951
"483",0.00805971810247784
"484",0.003736778392967
"485",0.00331488405827718
"486",0.00326226685100293
"487",0.003736778392967
"488",0.00274030415484247
"489",0.00342538019355308
"490",0.00437282577900393
"491",0.00354349675195146
"492",0.0073401004147566
"493",0.00387778889836198
"494",0.0137015207742123
"495",0.00790472352358403
"496",0.0108169900849045
"497",0.00555467058414013
"498",0.00540849504245223
"499",0.00270424752122612
"500",0.00893577441796456
"501",0.00587208033180528
"502",0.00437282577900393
"503",0.00622796398827833
"504",0.00540849504245223
"505",0.0141739870078059
"506",0.00153375232547153
"507",0.0048934002765044
"508",0.0102761405806592
"509",0.00161194362049557
"510",0.0046184901486109
"511",0.0342538019355308
"512",0.0085634504838827
"513",0.0041104562322637
"514",0.00342538019355308
"515",0.00233548649560437
"516",0.0024467001382522
"517",0.00604478857685838
"518",0.00205522811613185
"519",0.00456717359140411
"520",0.0102761405806592
"521",0.018683891964835
"522",0.00302239428842919
"523",0.0120895771537168
"524",0.0128451757258241
"525",0.0146802008295132
"526",0.00604478857685838
"527",0.00570896698925514
"528",0.00893577441796456
"529",0.00178715488359291
"530",0.00169853563316682
"531",0.0171269009677654
"532",0.00622796398827833
"533",0.0073401004147566
"534",0.0018683891964835
"535",0.0308284217419777
"536",0.00395236176179202
"537",0.00230924507430545
"538",0.0146802008295132
"539",0.00604478857685838
"540",0.00893577441796456
"541",0.00513807029032962
"542",0.0082209124645274
"543",0.0018683891964835
"544",0.00622796398827833
"545",0.0082209124645274
"546",0.0120895771537168
"547",0.00152994648843562
"548",0.0082209124645274
"549",0.0097868005530088
"550",0.0158094470471681
"551",0.00893577441796456
"552",0.00540849504245223
"553",0.00770710543549443
"554",0.00109127156608771
"555",0.00148929573632743
"556",0.00293604016590264
"557",0.00642258786291203
"558",0.00311398199413917
"559",0.0117441606636106
"560",0.0132595362331087
"561",0.00419434309414663
"562",0.00214086262097068
"563",0.00285448349462757
"564",0.00270424752122612
"565",0.00297859147265485
"566",0.00277733529207007
"567",0.00662976811655435
"568",0.0141739870078059
"569",0.00387778889836198
"570",0.0146802008295132
"571",0.00241791543074335
"572",0.00266912742354786
"573",0.00156887642452813
"574",0.000849267816583409
"575",0.0082209124645274
"576",0.0212609805117088
"577",0.00155699099706958
"578",0.00166415232075453
"579",0.00336922641988828
"580",0.0012233500691261
"581",0.00302239428842919
"582",0.000793524369162876
"583",0.0114179339785103
"584",0.00236233116796764
"585",0.00363757188695902
"586",0.00145760859300131
"587",0.0073401004147566
"588",0.00190298899641838
"589",0.00137934772894755
"590",0.00211879187230088
"591",0.0171269009677654
"592",0.00685076038710616
"593",0.00348343748496924
"594",0.00119490006751852
"595",0.00274030415484247
"596",0.00387778889836198
"597",0.000302239428842919
"598",0.00140769049050127
"599",0.00360566336163482
"600",0.00321129393145601
"601",0.0134769056795531
"602",0.000658726960298669
"603",0.00446788720898228
"604",0.000336922641988828
"605",0.000340269555650968
"606",0.00477960027007407
"607",0.000353131978716813
"608",0.000628510127257446
"609",0.000637280036009876
"610",0.00402985905123892
"611",0.00477960027007407
"612",0.00570896698925514
"613",0.00306750465094306
"614",0.00127653920256637
"615",0.0036700502073783
"616",0.0085634504838827
"617",0.00274030415484247
"618",0.00428172524194135
"619",0.00761195598567351
"620",0.00437282577900393
"621",0.00548060830968493
"622",0.00402985905123892
"623",0.00167091716758687
"624",0.00501275150276061
"625",0.00167091716758687
"626",0.0048934002765044
"627",0.00302239428842919
"628",0.00118799313071205
"629",0.00622796398827833
"630",0.00146802008295132
"631",0.00160564696572801
"632",0.00167091716758687
"633",0.00188553038177234
"634",0.0013090624943515
"635",0.00158094470471681
"636",0.000955920054014813
"637",0.00696687496993847
"638",0.00495235690634181
"639",0.00336922641988828
"640",0.00360566336163482
"641",0.00118799313071205
"642",0.00230924507430545
"643",0.00225849243530972
"644",0.00107043131048534
"645",0.00171269009677654
"646",0.0036700502073783
"647",0.00100746476280973
"648",0.00790472352358403
"649",0.00171269009677654
"650",0.00321129393145601
"651",0.000983362734991315
"652",0.00187692065400169
"653",0.00289468748750965
"654",0.0048358308614867
"655",0.00233548649560437
"656",0.00173436971825472
"657",0.00441984541103623
"658",0.00555467058414013
"659",0.00134769056795531
"660",0.00217868704890302
"661",0.00387778889836198
"662",0.00380597799283676
"663",0.000600943893605804
"664",0.000569315267626551
"665",0.000451698487061945
"666",0.00080534017089806
"667",0.00642258786291203
"668",0.0093419459824175
"669",0.00570896698925514
"670",0.00513807029032962
"671",0.00555467058414013
"672",0.00336922641988828
"673",0.0102761405806592
"674",0.0085634504838827
"675",0.0102761405806592
"676",0.00446788720898228
"677",0.00289468748750965
"678",0.00216339801698089
"679",0.0212609805117088
"680",0.0102761405806592
"681",0.00348343748496924
"682",0.00387778889836198
"683",0.00136107822260387
"684",0.00199536710304063
"685",0.00143722245883346
"686",0.0025063757513803
"687",0.00241791543074335
"688",0.00128451757258241
"689",0.007473556785934
"690",4.70519257356193e-05
"691",0.000619044613292726
"692",0.000391472022120352
"693",0.000315703243645445
"694",0.0085634504838827
"695",0.000366350822839902
"696",0.00134328635041297
"697",0.00270424752122612
"698",0.0108169900849045
"699",0.00233548649560437
"700",0.00130077728869104
"701",0.00233548649560437
"702",0.00118799313071205
"703",0.0128451757258241
"704",0.0108169900849045
"705",0.0085634504838827
"706",0.00297859147265485
"707",0.00165744202913859
"708",0.00175660522746312
"709",0.00165744202913859
"710",0.00126087614486617
"711",0.00118116558398382
"712",0.000938460327000844
"713",0.0024467001382522
"714",0.0071694004051111
"715",0.00761195598567351
"716",0.00451698487061945
"717",0.00526981568238936
"718",0.00256903514516481
"719",0.00477960027007407
"720",0.00770710543549443
"721",0.00159320009002469
"722",0.0007473556785934
"723",0.00277733529207007
"724",0.00238980013503703
"725",0.000102915779475806
"726",0.00311398199413917
"727",0.00143722245883346
"728",0.0082209124645274
"729",0.00662976811655435
"730",0.00342538019355308
"731",0.00446788720898228
"732",0.00513807029032962
"733",0.00297859147265485
"734",0.00218641288950197
"735",0.00402985905123892
"736",0.0256903514516481
"737",0.00220992270551812
"738",0.018683891964835
"739",0.00578937497501929
"740",0.00180283168081741
"741",0.00380597799283676
"742",0.0025063757513803
"743",0.00536146465077874
"744",0.00233548649560437
"745",0.00348343748496924
"746",0.00336922641988828
"747",0.00592854264268803
"748",0.00302239428842919
"749",0.00281538098100253
"750",0.0046184901486109
"751",0.00507463732378234
"752",0.00357430976718582
"753",0.00477960027007407
"754",0.00342538019355308
"755",0.00391472022120352
"756",0.00570896698925514
"757",0.00218641288950197
"758",0.0015223911971347
"759",0.00526981568238936
"760",0.000741959608711859
"761",0.00253731866189117
"762",0.00428172524194135
"763",0.00266912742354786
"764",0.00326226685100293
"765",0.0024761784531709
"766",0.00604478857685838
"767",0.00513807029032962
"768",0.0137015207742123
"769",0.0102761405806592
"770",0.00428172524194135
"771",0.0025063757513803
"772",0.00342538019355308
"773",0.00274030415484247
"774",0.0128451757258241
"775",0.00342538019355308
"776",0.00446788720898228
"777",0.00428172524194135
"778",0.0220203012442698
"779",0.0015452842978435
"780",0.0128451757258241
"781",0.00387778889836198
"782",0.00289468748750965
"783",0.00241791543074335
"784",0.00321129393145601
"785",0.00306750465094306
"786",0.00295716275702424
"787",0.00555467058414013
"788",0.00456717359140411
"789",0.00419434309414663
"790",0.00263490784119468
"791",0.0041104562322637
"792",0.00167091716758687
"793",0.00533825484709571
"794",0.00321129393145601
"795",0.00203487932290282
"796",0.00223394360449114
"797",0.00270424752122612
"798",0.012233500691261
"799",0.00203487932290282
"800",0.00285448349462757
"801",0.00708699350390293
"802",0.0025063757513803
"803",0.00642258786291203
"804",0.00629151464121995
"805",0.00336922641988828
"806",0.00216339801698089
"807",0.00195736011060176
"808",0.00205522811613185
"809",0.00391472022120352
"810",0.00425219610234176
"811",0.00123808922658545
"812",0.00109320644475098
"813",0.00112924621765486
"814",0.00126087614486617
"815",0.00263490784119468
"816",0.00225849243530972
"817",0.00173436971825472
"818",0.00270424752122612
"819",0.00180283168081741
"820",0.00184325391581332
"821",0.00610463796870846
"822",0.00233548649560437
"823",0.00883969082207247
"824",0.0164418249290548
"825",0.00285448349462757
"826",0.00214086262097068
"827",0.00321129393145601
"828",0.00441984541103623
"829",0.0146802008295132
"830",0.00790472352358403
"831",0.0093419459824175
"832",0.0048934002765044
"833",0.00197618088089601
"834",0.00293604016590264
"835",0.00281538098100253
"836",0.0015452842978435
"837",0.00342538019355308
"838",0.00555467058414013
"839",0.00657672997162192
"840",0.00201492952561946
"841",0.018683891964835
"842",0.00190298899641838
"843",0.00216339801698089
"844",0.0082209124645274
"845",0.00293604016590264
"846",0.0097868005530088
"847",0.00477960027007407
"848",0.00721132672326965
"849",0.00642258786291203
"850",0.00477960027007407
"851",0.00642258786291203
"852",0.0082209124645274
"853",0.0036700502073783
"854",0.00477960027007407
"855",0.00326226685100293
"856",0.0024761784531709
"857",0.00311398199413917
"858",0.00270424752122612
"859",0.00209717154707332
"860",0.00477960027007407
"861",0.0178715488359291
"862",0.00587208033180528
"863",0.00159320009002469
"864",0.00402985905123892
"865",0.00297859147265485
"866",0.00277733529207007
"867",0.00446788720898228
"868",0.00266912742354786
"869",0.00163113342550147
"870",0.00155699099706958
"871",0.00622796398827833
"872",0.0024467001382522
"873",0.00402985905123892
"874",0.00207598799609278
"875",0.00708699350390293
"876",0.00180283168081741
"877",0.00384154788062028
"878",0.0146802008295132
"879",0.0048934002765044
"880",0.00428172524194135
"881",0.00321129393145601
"882",0.00725374629223005
"883",0.0015452842978435
"884",0.003736778392967
"885",0.00348343748496924
"886",0.00456717359140411
"887",0.003736778392967
"888",0.00209717154707332
"889",0.00321129393145601
"890",0.00587208033180528
"891",0.00185155686138004
"892",0.00838868618829326
"893",0.00495235690634181
"894",0.00446788720898228
"895",0.0128451757258241
"896",0.00595718294530971
"897",0.00761195598567351
"898",0.0024467001382522
"899",0.0110101506221349
"900",0.00587208033180528
"901",0.0041104562322637
"902",0.00402985905123892
"903",0.00380597799283676
"904",0.00604478857685838
"905",0.0285448349462757
"906",0.00587208033180528
"907",0.00540849504245223
"908",0.00526981568238936
"909",0.0134036616269468
"910",0.00331488405827718
"911",0.0111093411682803
"912",0.00685076038710616
"913",0.00306750465094306
"914",0.0082209124645274
"915",0.00274030415484247
"916",0.00587208033180528
"917",0.00311398199413917
"918",0.00256903514516481
"919",0.00181878594347951
"920",0.00218641288950197
"921",0.00685076038710616
"922",0.00114817213191723
"923",0.00167091716758687
"924",0.00513807029032962
"925",0.00437282577900393
"926",0.0218641288950197
"927",0.00604478857685838
"928",0.00456717359140411
"929",0.00171269009677654
"930",0.00218641288950197
"931",0.00331488405827718
"932",0.00391472022120352
"933",0.00513807029032962
"934",0.00513807029032962
"935",0.00501275150276061
"936",0.00302239428842919
"937",0.00142724174731378
"938",0.00456717359140411
"939",0.00360566336163482
"940",0.00622796398827833
"941",0.00395236176179202
"942",0.00456717359140411
"943",0.00501275150276061
"944",0.00395236176179202
"945",0.00555467058414013
"946",0.00171269009677654
"947",0.00893577441796456
"948",0.00402985905123892
"949",0.0154142108709889
"950",0.00274030415484247
"951",0.00402985905123892
"952",0.00463585289353049
"953",0.0228358679570205
"954",0.00613500930188612
"955",0.0139337499398769
"956",0.00380597799283676
"957",0.000622796398827833
"958",0.00570896698925514
"959",0.0036700502073783
"960",0.0082209124645274
"961",0.00195736011060176
"962",0.00467097299120875
"963",0.0102761405806592
"964",0.0085634504838827
"965",0.00137934772894755
"966",0.0082209124645274
"967",0.00662976811655435
"968",0.00293604016590264
"969",0.0100255030055212
"970",0.00570896698925514
"971",0.0041104562322637
"972",0.00446788720898228
"973",0.00446788720898228
"974",0.00180283168081741
"975",0.00456717359140411
"976",0.00446788720898228
"977",0.00477960027007407
"978",0.00380597799283676
"979",0.00632377881886723
"980",0.00336922641988828
"981",0.0041104562322637
"982",0.00437282577900393
"983",0.00635637561690263
"984",0.00805971810247784
"985",0.00380597799283676
"986",0.0101076792596648
"987",0.00587208033180528
"988",0.003736778392967
"989",0.00281538098100253
"990",0.0053152451279272
"991",0.0171269009677654
"992",0.0119143658906194
"993",0.0513807029032962
"994",0.0164418249290548
"995",0.0097868005530088
"996",0.0342538019355308
"997",0.00761195598567351
"998",0.00570896698925514
"999",0.000468161302080148
"1000",0.0158094470471681
"1001",0.0293604016590264
"1002",0.00297859147265485
"1003",0.0274030415484247
"1004",0.00402985905123892
"1005",0.00477960027007407
"1006",0.00446788720898228
"1007",0.0293604016590264
"1008",0.0158094470471681
"1009",0.0024761784531709
"1010",0.00604478857685838
"1011",0.0048358308614867
"1012",0.00604478857685838
"1013",0.00297859147265485
"1014",0.00587208033180528
"1015",0.00408323466781162
"1016",0.0120895771537168
"1017",0.0102761405806592
"1018",0.0097868005530088
"1019",0.00501275150276061
"1020",0.00456717359140411
"1021",0.00428172524194135
"1022",0.00893577441796456
"1023",0.00456717359140411
"1024",0.0082209124645274
"1025",0.0128451757258241
"1026",0.00147858137851212
"1027",0.000838868618829326
"1028",0.0114179339785103
"1029",0.00642258786291203
"1030",0.0146802008295132
"1031",0.00437282577900393
"1032",0.00195736011060176
"1033",0.00380597799283676
"1034",0.00501275150276061
"1035",0.0018683891964835
"1036",0.00207598799609278
"1037",0.0212609805117088
"1038",0.0120895771537168
"1039",0.00642258786291203
"1040",0.00395236176179202
"1041",0.00513807029032962
"1042",0.00739290689256061
"1043",0.0241791543074335
"1044",0.00159320009002469
"1045",0.00339707126633363
"1046",0.00555467058414013
"1047",0.00662976811655435
"1048",0.00893577441796456
"1049",0.00540849504245223
"1050",0.0102761405806592
"1051",0.00642258786291203
"1052",0.00417729291896717
"1053",0.00501275150276061
"1054",0.0093419459824175
"1055",0.0171269009677654
"1056",0.00893577441796456
"1057",0.00761195598567351
"1058",0.03736778392967
"1059",0.00187406819100169
"1060",0.00622796398827833
"1061",0.0102761405806592
"1062",0.0073401004147566
"1063",0.0132595362331087
"1064",0.00761195598567351
"1065",0.00642258786291203
"1066",0.000577311268576362
"1067",0.0128451757258241
"1068",0.00316188940943361
"1069",0.0158094470471681
"1070",0.00708699350390293
"1071",0.0137015207742123
"1072",0.00790472352358403
"1073",0.0102761405806592
"1074",0.00289468748750965
"1075",0.00354349675195146
"1076",0.00555467058414013
"1077",0.000676061880306529
"1078",0.000736640901839372
"1079",0.00761195598567351
"1080",0.0128451757258241
"1081",0.0228358679570205
"1082",0.00632377881886723
"1083",0.00893577441796456
"1084",0.0085634504838827
"1085",0.0082209124645274
"1086",0.00622796398827833
"1087",0.0171269009677654
"1088",0.00513807029032962
"1089",0.00354349675195146
"1090",0.0085634504838827
"1091",0.00402985905123892
"1092",0.00380597799283676
"1093",0.00526981568238936
"1094",0.00526981568238936
"1095",0.0116333666950859
"1096",0.000620914838710528
"1097",0.0093419459824175
"1098",0.0158094470471681
"1099",0.00587208033180528
"1100",0.0120895771537168
"1101",0.0117441606636106
"1102",0.0158094470471681
"1103",0.00662976811655435
"1104",0.00893577441796456
"1105",0.0093419459824175
"1106",0.0082209124645274
"1107",0.00446788720898228
"1108",0.0082209124645274
"1109",0.00642258786291203
"1110",0.00103277794780495
"1111",0.0131184773370118
"1112",0.00570896698925514
"1113",0.00944932467187057
"1114",0.00348343748496924
"1115",0.0171269009677654
"1116",0.015223911971347
"1117",0.00120895771537168
"1118",0.0158094470471681
"1119",0.0097868005530088
"1120",0.0102761405806592
"1121",0.0120895771537168
"1122",0.0171269009677654
"1123",0.0073401004147566
"1124",0.00253731866189117
"1125",0.0205522811613185
"1126",0.00761195598567351
"1127",0.0048934002765044
"1128",0.0108169900849045
"1129",0.00587208033180528
"1130",0.00263490784119468
"1131",0.00117441606636106
"1132",0.0205522811613185
"1133",0.0178715488359291
"1134",0.0082209124645274
"1135",0.00107603566289626
"1136",0.00395236176179202
"1137",0.00540849504245223
"1138",0.0048934002765044
"1139",0.003736778392967
"1140",0.0093419459824175
"1141",0.00467097299120875
"1142",0.00587208033180528
"1143",0.00513807029032962
"1144",0.00116443519327584
"1145",0.0120895771537168
"1146",0.00138866764603503
"1147",0.00210792627295574
"1148",0.0146802008295132
"1149",0.0085634504838827
"1150",0.000752830811769908
"1151",0.00354349675195146
"1152",0.0093419459824175
"1153",0.0128451757258241
